settlement,teaor,bin,count,generated_count,diff
Pécel,45,5-9,5,6,1
Pécel,46,1-4,37,46,9
Pécel,46,5-9,9,11,2
Pécel,47,1-4,129,160,31
Pécel,47,5-9,13,16,3
Pécel,49,1-4,45,56,11
Pécel,52,1-4,11,14,3
Pécel,53,1-4,35,44,9
Pécel,56,1-4,23,29,6
Pécel,58,1-4,5,6,1
Pécel,59,1-4,18,22,4
Pécel,62,1-4,70,87,17
Pécel,63,1-4,8,10,2
Pécel,66,1-4,53,66,13
Pécel,68,1-4,43,53,10
Pécel,69,1-4,37,46,9
Pécel,70,1-4,50,62,12
Pécel,73,1-4,18,22,4
Pécel,74,1-4,51,63,12
Pécel,77,1-4,10,12,2
Pécel,80,1-4,8,10,2
Pécel,81,1-4,49,61,12
Pécel,82,1-4,48,60,12
Pécel,85,1-4,92,114,22
Pécel,86,1-4,52,65,13
Pécel,88,1-4,5,6,1
Pécel,90,1-4,36,45,9
Pécel,93,1-4,19,24,5
Pécel,94,1-4,6,7,1
Pécel,95,1-4,19,24,5
Pécel,96,1-4,132,164,32
Pécs,1,1-4,182,226,44
Pécs,1,5-9,8,10,2
Pécs,10,1-4,41,51,10
Pécs,10,5-9,10,12,2
Pécs,11,1-4,16,20,4
Pécs,13,1-4,22,27,5
Pécs,14,1-4,44,55,11
Pécs,14,10-19,5,6,1
Pécs,14,5-9,5,6,1
Pécs,15,1-4,15,19,4
Pécs,2,1-4,37,46,9
Pécs,22,10-19,37,46,9
Pécs,22,20-49,16,20,4
Pécs,22,50-249,8,10,2
Pécs,23,10-19,44,55,11
Pécs,23,20-49,27,34,7
Pécs,25,10-19,108,134,26
Pécs,25,20-49,68,85,17
Pécs,25,50-249,10,12,2
Pécs,26,10-19,16,20,4
Pécs,26,20-49,10,12,2
Pécs,27,10-19,26,32,6
Pécs,27,20-49,8,10,2
Pécs,35,1-4,8,10,2
Pécs,37,1-4,8,10,2
Pécs,38,1-4,9,11,2
Pécs,41,1-4,208,259,51
Pécs,41,10-19,23,29,6
Pécs,41,20-49,9,11,2
Pécs,41,5-9,23,29,6
Pécs,42,1-4,33,41,8
Pécs,42,20-49,5,6,1
Pécs,42,5-9,7,9,2
Pécs,43,1-4,1068,1328,260
Pécs,43,10-19,31,39,8
Pécs,43,20-49,12,15,3
Pécs,43,5-9,62,77,15
Pécs,45,1-4,326,405,79
Pécs,45,10-19,9,11,2
Pécs,45,20-49,6,7,1
Pécs,45,5-9,25,31,6
Pécs,46,1-4,258,321,63
Pécs,46,10-19,21,26,5
Pécs,46,20-49,13,16,3
Pécs,46,5-9,41,51,10
Pécs,46,50-249,7,9,2
Pécs,47,1-4,933,1160,227
Pécs,47,10-19,45,56,11
Pécs,47,20-49,11,14,3
Pécs,47,5-9,110,137,27
Pécs,49,1-4,351,436,85
Pécs,49,5-9,10,12,2
Pécs,52,1-4,32,40,8
Pécs,53,1-4,289,359,70
Pécs,55,1-4,55,68,13
Pécs,55,5-9,12,15,3
Pécs,56,1-4,256,318,62
Pécs,56,10-19,25,31,6
Pécs,56,20-49,17,21,4
Pécs,56,5-9,37,46,9
Pécs,58,1-4,34,42,8
Pécs,59,1-4,87,108,21
Pécs,60,1-4,9,11,2
Pécs,61,1-4,11,14,3
Pécs,62,1-4,479,596,117
Pécs,62,10-19,14,17,3
Pécs,62,5-9,20,25,5
Pécs,63,1-4,110,137,27
Pécs,64,1-4,6,7,1
Pécs,66,1-4,444,552,108
Pécs,66,5-9,6,7,1
Pécs,68,1-4,716,890,174
Pécs,68,10-19,10,12,2
Pécs,68,5-9,23,29,6
Pécs,69,1-4,785,976,191
Pécs,69,10-19,6,7,1
Pécs,69,5-9,33,41,8
Pécs,70,1-4,569,707,138
Pécs,70,10-19,6,7,1
Pécs,70,5-9,16,20,4
Pécs,72,1-4,104,129,25
Pécs,73,1-4,185,230,45
Pécs,74,1-4,628,781,153
Pécs,75,1-4,15,19,4
Pécs,77,1-4,57,71,14
Pécs,77,5-9,6,7,1
Pécs,78,1-4,7,9,2
Pécs,79,1-4,25,31,6
Pécs,80,1-4,60,75,15
Pécs,81,1-4,240,298,58
Pécs,81,10-19,8,10,2
Pécs,81,5-9,11,14,3
Pécs,82,1-4,342,425,83
Pécs,82,5-9,5,6,1
Pécs,85,1-4,877,1090,213
Pécs,85,10-19,14,17,3
Pécs,85,20-49,9,11,2
Pécs,85,5-9,9,11,2
Pécs,85,50-249,13,16,3
Pécs,86,1-4,964,1199,235
Pécs,86,10-19,9,11,2
Pécs,86,5-9,31,39,8
Pécs,88,1-4,20,25,5
Pécs,88,10-19,7,9,2
Pécs,88,5-9,6,7,1
Pécs,88,50-249,5,6,1
Pécs,90,1-4,322,400,78
Pécs,91,1-4,8,10,2
Pécs,93,1-4,140,174,34
Pécs,93,10-19,5,6,1
Pécs,93,5-9,8,10,2
Pécs,94,1-4,75,93,18
Pécs,94,10-19,8,10,2
Pécs,94,20-49,5,6,1
Pécs,94,5-9,13,16,3
Pécs,95,1-4,140,174,34
Pécs,96,1-4,1135,1411,276
Pécs,96,5-9,12,15,3
Pécsely,43,1-4,7,9,2
Pécsely,96,1-4,5,6,1
Pécsudvard,1,1-4,5,6,1
Pécsudvard,25,1-4,6,7,1
Pécsudvard,43,1-4,11,14,3
Pécsudvard,96,1-4,9,11,2
Pécsvárad,1,1-4,25,31,6
Pécsvárad,41,1-4,5,6,1
Pécsvárad,43,1-4,52,65,13
Pécsvárad,45,1-4,7,9,2
Pécsvárad,46,1-4,9,11,2
Pécsvárad,47,1-4,31,39,8
Pécsvárad,49,1-4,13,16,3
Pécsvárad,56,1-4,12,15,3
Pécsvárad,62,1-4,9,11,2
Pécsvárad,68,1-4,9,11,2
Pécsvárad,69,1-4,6,7,1
Pécsvárad,70,1-4,12,15,3
Pécsvárad,74,1-4,7,9,2
Pécsvárad,82,1-4,5,6,1
Pécsvárad,85,1-4,15,19,4
Pécsvárad,86,1-4,13,16,3
Pécsvárad,96,1-4,33,41,8
Pély,1,1-4,24,30,6
Pély,47,1-4,5,6,1
Pénzesgyõr,1,1-4,11,14,3
Pénzesgyõr,43,1-4,5,6,1
Pér,1,1-4,28,35,7
Péteri,1,1-4,15,19,4
Péteri,41,1-4,13,16,3
Péteri,43,1-4,24,30,6
Péteri,45,1-4,13,16,3
Péteri,46,1-4,8,10,2
Péteri,47,1-4,23,29,6
Péteri,47,5-9,5,6,1
Péteri,56,1-4,7,9,2
Péteri,62,1-4,9,11,2
Péteri,77,1-4,7,9,2
Péteri,81,1-4,10,12,2
Péteri,82,1-4,6,7,1
Péteri,85,1-4,8,10,2
Péteri,96,1-4,15,19,4
Pétervására,1,1-4,10,12,2
Pétervására,2,1-4,6,7,1
Pétervására,25,5-9,5,6,1
Pétervására,45,1-4,6,7,1
Pétervására,47,1-4,18,22,4
Pétervására,47,5-9,5,6,1
Pétervására,68,1-4,6,7,1
Pétervására,69,1-4,6,7,1
Pétervására,96,1-4,8,10,2
Pétfürdõ,41,1-4,6,7,1
Pétfürdõ,43,1-4,46,57,11
Pétfürdõ,45,1-4,8,10,2
Pétfürdõ,47,1-4,21,26,5
Pétfürdõ,56,1-4,6,7,1
Pétfürdõ,66,1-4,8,10,2
Pétfürdõ,68,1-4,5,6,1
Pétfürdõ,69,1-4,9,11,2
Pétfürdõ,74,1-4,9,11,2
Pétfürdõ,80,1-4,6,7,1
Pétfürdõ,81,1-4,7,9,2
Pétfürdõ,82,1-4,6,7,1
Pétfürdõ,85,1-4,8,10,2
Pétfürdõ,86,1-4,9,11,2
Pétfürdõ,95,1-4,5,6,1
Pétfürdõ,96,1-4,36,45,9
Pócsmegyer,1,1-4,16,20,4
Pócsmegyer,41,1-4,9,11,2
Pócsmegyer,43,1-4,41,51,10
Pócsmegyer,45,1-4,7,9,2
Pócsmegyer,47,1-4,29,36,7
Pócsmegyer,49,1-4,8,10,2
Pócsmegyer,53,1-4,8,10,2
Pócsmegyer,56,1-4,8,10,2
Pócsmegyer,59,1-4,10,12,2
Pócsmegyer,62,1-4,10,12,2
Pócsmegyer,63,1-4,5,6,1
Pócsmegyer,66,1-4,10,12,2
Pócsmegyer,68,1-4,19,24,5
Pócsmegyer,69,1-4,13,16,3
Pócsmegyer,70,1-4,14,17,3
Pócsmegyer,71,1-4,15,19,4
Pócsmegyer,73,1-4,9,11,2
Pócsmegyer,74,1-4,12,15,3
Pócsmegyer,81,1-4,10,12,2
Pócsmegyer,82,1-4,9,11,2
Pócsmegyer,85,1-4,10,12,2
Pócsmegyer,86,1-4,8,10,2
Pócsmegyer,90,1-4,16,20,4
Pócsmegyer,96,1-4,27,34,7
Pócspetri,1,1-4,30,37,7
Pócspetri,2,1-4,6,7,1
Pócspetri,43,1-4,11,14,3
Pócspetri,47,1-4,11,14,3
Pócspetri,56,1-4,6,7,1
Pócspetri,96,1-4,5,6,1
Pókaszepetk,1,1-4,7,9,2
Pölöske,1,1-4,9,11,2
Pölöskefõ,1,1-4,6,7,1
Pörböly,1,1-4,11,14,3
Pörböly,43,1-4,9,11,2
Pötréte,1,1-4,7,9,2
Püspökhatvan,1,1-4,24,30,6
Püspökhatvan,41,1-4,5,6,1
Püspökhatvan,43,1-4,12,15,3
Püspökhatvan,47,1-4,9,11,2
Püspökhatvan,69,1-4,5,6,1
Püspökhatvan,74,1-4,5,6,1
Püspökhatvan,86,1-4,7,9,2
Püspökhatvan,90,1-4,8,10,2
Püspökhatvan,96,1-4,6,7,1
Püspökladány,1,1-4,166,206,40
Püspökladány,1,5-9,11,14,3
Püspökladány,14,1-4,7,9,2
Püspökladány,25,1-4,7,9,2
Püspökladány,25,5-9,5,6,1
Püspökladány,41,1-4,15,19,4
Püspökladány,41,5-9,5,6,1
Püspökladány,42,1-4,7,9,2
Püspökladány,43,1-4,97,121,24
Püspökladány,45,1-4,30,37,7
Püspökladány,46,1-4,12,15,3
Püspökladány,47,1-4,123,153,30
Püspökladány,47,10-19,6,7,1
Püspökladány,47,5-9,10,12,2
Püspökladány,49,1-4,19,24,5
Püspökladány,52,1-4,7,9,2
Püspökladány,56,1-4,23,29,6
Püspökladány,56,5-9,5,6,1
Püspökladány,59,1-4,10,12,2
Püspökladány,62,1-4,9,11,2
Püspökladány,63,1-4,5,6,1
Püspökladány,66,1-4,28,35,7
Püspökladány,68,1-4,15,19,4
Püspökladány,69,1-4,22,27,5
Püspökladány,70,1-4,20,25,5
Püspökladány,74,1-4,19,24,5
Püspökladány,77,1-4,8,10,2
Püspökladány,81,1-4,17,21,4
Püspökladány,82,1-4,16,20,4
Püspökladány,85,1-4,42,52,10
Püspökladány,86,1-4,37,46,9
Püspökladány,90,1-4,16,20,4
Püspökladány,93,1-4,13,16,3
Püspökladány,94,1-4,7,9,2
Püspökladány,95,1-4,13,16,3
Püspökladány,96,1-4,64,80,16
Püspökszilágy,43,1-4,10,12,2
Radostyán,43,1-4,10,12,2
Rajka,1,1-4,14,17,3
Rakaca,47,1-4,6,7,1
Rakamaz,1,1-4,51,63,12
Rakamaz,22,10-19,38,47,9
Rakamaz,22,50-249,15,19,4
Rakamaz,23,10-19,49,61,12
Rakamaz,23,50-249,27,34,7
Rakamaz,24,10-19,6,7,1
Rakamaz,25,10-19,135,168,33
Rakamaz,25,50-249,77,96,19
Rakamaz,26,10-19,16,20,4
Rakamaz,26,50-249,10,12,2
Rakamaz,27,10-19,7,9,2
Rakamaz,28,10-19,45,56,11
Rakamaz,28,50-249,27,34,7
Rakamaz,31,10-19,78,97,19
Rakamaz,31,50-249,50,62,12
Rakamaz,32,10-19,113,141,28
Rakamaz,32,50-249,79,98,19
Rakamaz,33,10-19,131,163,32
Rakamaz,33,50-249,109,136,27
Rakamaz,41,1-4,9,11,2
Rakamaz,43,1-4,27,34,7
Rakamaz,45,1-4,21,26,5
Rakamaz,46,1-4,8,10,2
Rakamaz,47,1-4,54,67,13
Rakamaz,47,5-9,5,6,1
Rakamaz,49,1-4,8,10,2
Rakamaz,56,1-4,9,11,2
Rakamaz,68,1-4,6,7,1
Rakamaz,69,1-4,14,17,3
Rakamaz,70,1-4,5,6,1
Rakamaz,74,1-4,9,11,2
Rakamaz,81,1-4,5,6,1
Rakamaz,85,1-4,5,6,1
Rakamaz,86,1-4,11,14,3
Rakamaz,95,1-4,5,6,1
Rakamaz,96,1-4,16,20,4
Ramocsaháza,1,1-4,34,42,8
Ramocsaháza,43,1-4,15,19,4
Raposka,1,1-4,7,9,2
Raposka,43,1-4,6,7,1
Ravazd,1,1-4,16,20,4
Recsk,1,1-4,8,10,2
Recsk,32,1-4,11,14,3
Recsk,43,1-4,14,17,3
Recsk,45,1-4,6,7,1
Recsk,47,1-4,24,30,6
Recsk,56,1-4,6,7,1
Recsk,85,1-4,5,6,1
Recsk,96,1-4,10,12,2
Regöly,1,1-4,41,51,10
Regöly,43,1-4,10,12,2
Regöly,47,1-4,5,6,1
Remeteszõlõs,41,1-4,5,6,1
Remeteszõlõs,43,1-4,7,9,2
Remeteszõlõs,45,1-4,5,6,1
Remeteszõlõs,59,1-4,7,9,2
Remeteszõlõs,62,1-4,8,10,2
Remeteszõlõs,68,1-4,14,17,3
Remeteszõlõs,69,1-4,6,7,1
Remeteszõlõs,70,1-4,12,15,3
Remeteszõlõs,74,1-4,11,14,3
Remeteszõlõs,85,1-4,15,19,4
Remeteszõlõs,86,1-4,6,7,1
Remeteszõlõs,90,1-4,8,10,2
Remeteszõlõs,96,1-4,10,12,2
Rezi,1,1-4,10,12,2
Ricse,1,1-4,14,17,3
Ricse,31,1-4,8,10,2
Ricse,32,1-4,8,10,2
Ricse,33,1-4,8,10,2
Ricse,43,1-4,5,6,1
Ricse,46,1-4,8,10,2
Ricse,47,1-4,17,21,4
Ricse,96,1-4,5,6,1
Rigyác,1,1-4,9,11,2
Rimóc,1,1-4,6,7,1
Rimóc,43,1-4,9,11,2
Rimóc,47,1-4,8,10,2
Rimóc,49,1-4,5,6,1
Rimóc,56,1-4,5,6,1
Rimóc,86,1-4,5,6,1
Rimóc,96,1-4,5,6,1
Rinyabesenyõ,2,1-4,5,6,1
Rohod,1,1-4,29,36,7
Rohod,43,1-4,5,6,1
Romhány,1,1-4,13,16,3
Romhány,43,1-4,14,17,3
Romhány,47,1-4,17,21,4
Romhány,66,1-4,6,7,1
Romhány,74,1-4,6,7,1
Romhány,96,1-4,12,15,3
Romonya,43,1-4,17,21,4
Romonya,49,1-4,8,10,2
Romonya,62,1-4,5,6,1
Romonya,86,1-4,5,6,1
Rozsály,1,1-4,20,25,5
Rozsály,47,1-4,9,11,2
Rudabánya,16,1-4,77,96,19
Rudabánya,17,1-4,12,15,3
Rudabánya,18,1-4,53,66,13
Rudabánya,20,1-4,15,19,4
Rudabánya,28,1-4,6,7,1
Rudabánya,31,1-4,11,14,3
Rudabánya,32,1-4,16,20,4
Rudabánya,33,1-4,21,26,5
Rudabánya,43,1-4,9,11,2
Rudabánya,47,1-4,11,14,3
Rudabánya,56,1-4,5,6,1
Rudabánya,96,1-4,5,6,1
Rudolftelep,47,1-4,5,6,1
Rudolftelep,96,1-4,5,6,1
Rum,1,1-4,7,9,2
Ruzsa,1,1-4,130,162,32
Ruzsa,2,1-4,5,6,1
Ruzsa,25,5-9,13,16,3
Ruzsa,32,5-9,10,12,2
Ruzsa,33,5-9,6,7,1
Ruzsa,43,1-4,23,29,6
Ruzsa,47,1-4,16,20,4
Ruzsa,49,1-4,5,6,1
Ruzsa,62,1-4,5,6,1
Ruzsa,82,1-4,11,14,3
Ruzsa,86,1-4,7,9,2
Ruzsa,96,1-4,11,14,3
Rábacsanak,1,1-4,12,15,3
Rábacsécsény,1,1-4,9,11,2
Rábagyarmat,1,1-4,9,11,2
Rábakecöl,1,1-4,12,15,3
Rábapatona,1,1-4,25,31,6
Rábapatona,2,1-4,7,9,2
Rábapaty,1,1-4,19,24,5
Rábapordány,1,1-4,13,16,3
Rábaszentandrás,1,1-4,12,15,3
Rábaszentmihály,1,1-4,20,25,5
Rábatamási,1,1-4,8,10,2
Rábcakapi,1,1-4,8,10,2
Rácalmás,1,1-4,11,14,3
Rácalmás,41,1-4,16,20,4
Rácalmás,43,1-4,81,101,20
Rácalmás,45,1-4,9,11,2
Rácalmás,46,1-4,7,9,2
Rácalmás,47,1-4,39,49,10
Rácalmás,49,1-4,8,10,2
Rácalmás,56,1-4,5,6,1
Rácalmás,62,1-4,12,15,3
Rácalmás,63,1-4,9,11,2
Rácalmás,66,1-4,8,10,2
Rácalmás,68,1-4,14,17,3
Rácalmás,69,1-4,18,22,4
Rácalmás,70,1-4,21,26,5
Rácalmás,73,1-4,5,6,1
Rácalmás,74,1-4,22,27,5
Rácalmás,77,1-4,7,9,2
Rácalmás,81,1-4,7,9,2
Rácalmás,82,1-4,13,16,3
Rácalmás,85,1-4,28,35,7
Rácalmás,86,1-4,19,24,5
Rácalmás,90,1-4,12,15,3
Rácalmás,93,1-4,9,11,2
Rácalmás,96,1-4,44,55,11
Ráckeresztúr,1,1-4,12,15,3
Ráckeresztúr,41,1-4,5,6,1
Ráckeresztúr,43,1-4,46,57,11
Ráckeresztúr,45,1-4,5,6,1
Ráckeresztúr,47,1-4,19,24,5
Ráckeresztúr,49,1-4,9,11,2
Ráckeresztúr,53,1-4,6,7,1
Ráckeresztúr,62,1-4,8,10,2
Ráckeresztúr,66,1-4,5,6,1
Ráckeresztúr,69,1-4,9,11,2
Ráckeresztúr,74,1-4,5,6,1
Ráckeresztúr,81,1-4,5,6,1
Ráckeresztúr,86,1-4,6,7,1
Ráckeresztúr,96,1-4,17,21,4
Ráckeve,1,1-4,63,78,15
Ráckeve,16,1-4,5,6,1
Ráckeve,2,1-4,5,6,1
Ráckeve,25,1-4,19,24,5
Ráckeve,33,1-4,8,10,2
Ráckeve,41,1-4,29,36,7
Ráckeve,42,1-4,5,6,1
Ráckeve,43,1-4,143,178,35
Ráckeve,43,5-9,8,10,2
Ráckeve,45,1-4,28,35,7
Ráckeve,46,1-4,16,20,4
Ráckeve,47,1-4,78,97,19
Ráckeve,47,10-19,5,6,1
Ráckeve,47,5-9,6,7,1
Ráckeve,49,1-4,29,36,7
Ráckeve,49,5-9,7,9,2
Ráckeve,52,1-4,10,12,2
Ráckeve,53,1-4,9,11,2
Ráckeve,56,1-4,25,31,6
Ráckeve,56,5-9,7,9,2
Ráckeve,59,1-4,10,12,2
Ráckeve,62,1-4,24,30,6
Ráckeve,66,1-4,28,35,7
Ráckeve,68,1-4,23,29,6
Ráckeve,69,1-4,37,46,9
Ráckeve,70,1-4,28,35,7
Ráckeve,73,1-4,5,6,1
Ráckeve,74,1-4,27,34,7
Ráckeve,81,1-4,22,27,5
Ráckeve,82,1-4,20,25,5
Ráckeve,85,1-4,39,49,10
Ráckeve,86,1-4,17,21,4
Ráckeve,90,1-4,20,25,5
Ráckeve,93,1-4,13,16,3
Ráckeve,95,1-4,9,11,2
Ráckeve,96,1-4,73,91,18
Rád,1,1-4,11,14,3
Rád,41,1-4,11,14,3
Rád,43,1-4,30,37,7
Rád,45,1-4,10,12,2
Rád,47,1-4,5,6,1
Rád,49,1-4,9,11,2
Rád,62,1-4,5,6,1
Rád,70,1-4,9,11,2
Rád,74,1-4,6,7,1
Rád,86,1-4,6,7,1
Rád,96,1-4,13,16,3
Ráksi,1,1-4,11,14,3
Rákóczifalva,1,1-4,35,44,9
Rákóczifalva,25,1-4,7,9,2
Rákóczifalva,41,1-4,6,7,1
Rákóczifalva,43,1-4,56,70,14
Rákóczifalva,45,1-4,11,14,3
Rákóczifalva,47,1-4,19,24,5
Rákóczifalva,56,1-4,5,6,1
Rákóczifalva,66,1-4,14,17,3
Rákóczifalva,68,1-4,7,9,2
Rákóczifalva,69,1-4,6,7,1
Rákóczifalva,74,1-4,13,16,3
Rákóczifalva,80,1-4,8,10,2
Rákóczifalva,81,1-4,12,15,3
Rákóczifalva,82,1-4,9,11,2
Rákóczifalva,85,1-4,11,14,3
Rákóczifalva,86,1-4,16,20,4
Rákóczifalva,90,1-4,7,9,2
Rákóczifalva,93,1-4,5,6,1
Rákóczifalva,96,1-4,29,36,7
Rákócziújfalu,43,1-4,22,27,5
Rákócziújfalu,47,1-4,14,17,3
Rákócziújfalu,96,1-4,7,9,2
Rápolt,1,1-4,9,11,2
Rátka,1,1-4,22,27,5
Rátka,16,1-4,6,7,1
Rátka,32,1-4,6,7,1
Rátka,43,1-4,8,10,2
Rátka,85,1-4,5,6,1
Rátka,96,1-4,6,7,1
Réde,1,1-4,7,9,2
Réde,2,1-4,8,10,2
Réde,25,1-4,5,6,1
Réde,43,1-4,17,21,4
Réde,47,1-4,10,12,2
Réde,49,1-4,8,10,2
Réde,96,1-4,8,10,2
Rém,1,1-4,23,29,6
Rém,43,1-4,6,7,1
Rém,47,1-4,5,6,1
Répcelak,1,1-4,18,22,4
Répceszemere,1,1-4,6,7,1
Répcevis,1,1-4,7,9,2
Répáshuta,2,1-4,6,7,1
Répáshuta,43,1-4,5,6,1
Rétalap,1,1-4,10,12,2
Rétközberencs,1,1-4,13,16,3
Rétság,41,1-4,6,7,1
Rétság,43,1-4,19,24,5
Rétság,45,1-4,5,6,1
Rétság,47,1-4,16,20,4
Rétság,49,1-4,6,7,1
Rétság,62,1-4,5,6,1
Rétság,68,1-4,7,9,2
Rétság,69,1-4,12,15,3
Rétság,70,1-4,5,6,1
Rétság,74,1-4,6,7,1
Rétság,81,1-4,7,9,2
Rétság,82,1-4,5,6,1
Rétság,85,1-4,11,14,3
Rétság,86,1-4,9,11,2
Rétság,96,1-4,15,19,4
Révfülöp,1,1-4,7,9,2
Révfülöp,43,1-4,12,15,3
Révfülöp,47,1-4,13,16,3
Révfülöp,55,1-4,9,11,2
Révfülöp,56,1-4,9,11,2
Révfülöp,62,1-4,5,6,1
Révfülöp,68,1-4,5,6,1
Révfülöp,69,1-4,5,6,1
Révfülöp,70,1-4,7,9,2
Révfülöp,85,1-4,5,6,1
Révfülöp,86,1-4,5,6,1
Révfülöp,96,1-4,5,6,1
Révleányvár,1,1-4,8,10,2
Révleányvár,23,1-4,5,6,1
Révleányvár,25,1-4,28,35,7
Rózsafa,43,1-4,12,15,3
Rózsaszentmárton,1,1-4,7,9,2
Rózsaszentmárton,43,1-4,17,21,4
Rózsaszentmárton,45,1-4,7,9,2
Rózsaszentmárton,47,1-4,16,20,4
Rózsaszentmárton,66,1-4,6,7,1
Rózsaszentmárton,70,1-4,5,6,1
Rózsaszentmárton,85,1-4,5,6,1
Rózsaszentmárton,96,1-4,12,15,3
Röszke,1,1-4,98,122,24
Röszke,25,1-4,7,9,2
Röszke,33,1-4,5,6,1
Röszke,41,1-4,11,14,3
Röszke,43,1-4,57,71,14
Röszke,43,5-9,5,6,1
Röszke,45,1-4,5,6,1
Röszke,46,1-4,10,12,2
Röszke,47,1-4,19,24,5
Röszke,49,1-4,7,9,2
Röszke,53,1-4,9,11,2
Röszke,62,1-4,5,6,1
Röszke,66,1-4,5,6,1
Röszke,69,1-4,6,7,1
Röszke,74,1-4,6,7,1
Röszke,81,1-4,5,6,1
Röszke,82,1-4,8,10,2
Röszke,85,1-4,7,9,2
Röszke,86,1-4,5,6,1
Röszke,93,1-4,8,10,2
Röszke,95,1-4,5,6,1
Röszke,96,1-4,8,10,2
Sajtoskál,1,1-4,5,6,1
Sajóbábony,43,1-4,15,19,4
Sajóbábony,45,1-4,5,6,1
Sajóbábony,47,1-4,9,11,2
Sajóbábony,86,1-4,6,7,1
Sajóbábony,96,1-4,9,11,2
Sajóecseg,16,1-4,6,7,1
Sajóecseg,43,1-4,14,17,3
Sajóecseg,47,1-4,5,6,1
Sajóecseg,74,1-4,6,7,1
Sajóecseg,96,1-4,5,6,1
Sajógalgóc,25,1-4,5,6,1
Sajóivánka,43,1-4,8,10,2
Sajóivánka,47,1-4,6,7,1
Sajóivánka,86,1-4,6,7,1
Sajókaza,43,1-4,7,9,2
Sajókaza,47,1-4,9,11,2
Sajókaza,96,1-4,6,7,1
Sajókeresztúr,43,1-4,23,29,6
Sajókeresztúr,47,1-4,6,7,1
Sajókeresztúr,62,1-4,5,6,1
Sajókeresztúr,66,1-4,5,6,1
Sajólád,1,1-4,6,7,1
Sajólád,41,1-4,5,6,1
Sajólád,43,1-4,21,26,5
Sajólád,47,1-4,10,12,2
Sajólád,49,1-4,10,12,2
Sajólád,86,1-4,5,6,1
Sajólád,96,1-4,13,16,3
Sajólászlófalva,28,1-4,8,10,2
Sajólászlófalva,32,1-4,20,25,5
Sajólászlófalva,33,1-4,11,14,3
Sajópetri,43,1-4,14,17,3
Sajópetri,47,1-4,9,11,2
Sajópálfala,1,1-4,6,7,1
Sajópálfala,43,1-4,5,6,1
Sajószentpéter,1,1-4,7,9,2
Sajószentpéter,41,1-4,6,7,1
Sajószentpéter,43,1-4,59,73,14
Sajószentpéter,45,1-4,15,19,4
Sajószentpéter,46,1-4,8,10,2
Sajószentpéter,47,1-4,63,78,15
Sajószentpéter,47,5-9,5,6,1
Sajószentpéter,49,1-4,18,22,4
Sajószentpéter,56,1-4,15,19,4
Sajószentpéter,62,1-4,7,9,2
Sajószentpéter,66,1-4,14,17,3
Sajószentpéter,68,1-4,10,12,2
Sajószentpéter,69,1-4,19,24,5
Sajószentpéter,70,1-4,9,11,2
Sajószentpéter,74,1-4,18,22,4
Sajószentpéter,82,1-4,17,21,4
Sajószentpéter,85,1-4,14,17,3
Sajószentpéter,86,1-4,16,20,4
Sajószentpéter,90,1-4,6,7,1
Sajószentpéter,93,1-4,8,10,2
Sajószentpéter,95,1-4,6,7,1
Sajószentpéter,96,1-4,58,72,14
Sajószöged,1,1-4,10,12,2
Sajószöged,43,1-4,14,17,3
Sajószöged,47,1-4,9,11,2
Sajószöged,56,1-4,6,7,1
Sajószöged,68,1-4,6,7,1
Sajószöged,85,1-4,5,6,1
Sajószöged,96,1-4,15,19,4
Sajóvelezd,1,1-4,9,11,2
Sajóvelezd,28,1-4,7,9,2
Sajóvelezd,31,1-4,8,10,2
Sajóvelezd,32,1-4,13,16,3
Sajóvelezd,33,1-4,8,10,2
Sajóvámos,1,1-4,14,17,3
Sajóvámos,22,1-4,11,14,3
Sajóvámos,23,1-4,19,24,5
Sajóvámos,25,1-4,79,98,19
Sajóvámos,26,1-4,9,11,2
Sajóvámos,27,1-4,8,10,2
Sajóvámos,32,1-4,5,6,1
Sajóvámos,43,1-4,24,30,6
Sajóvámos,47,1-4,11,14,3
Sajóvámos,66,1-4,5,6,1
Sajóvámos,69,1-4,11,14,3
Sajóvámos,86,1-4,5,6,1
Sajóvámos,96,1-4,8,10,2
Sajóörös,1,1-4,7,9,2
Sajóörös,43,1-4,14,17,3
Sajóörös,47,1-4,5,6,1
Sajóörös,74,1-4,10,12,2
Sajóörös,96,1-4,8,10,2
Salgótarján,1,1-4,32,40,8
Salgótarján,10,1-4,7,9,2
Salgótarján,2,1-4,10,12,2
Salgótarján,25,1-4,5,6,1
Salgótarján,41,1-4,34,42,8
Salgótarján,41,5-9,5,6,1
Salgótarján,42,1-4,8,10,2
Salgótarján,43,1-4,167,208,41
Salgótarján,45,1-4,61,76,15
Salgótarján,46,1-4,40,50,10
Salgótarján,46,5-9,8,10,2
Salgótarján,47,1-4,204,254,50
Salgótarján,47,10-19,10,12,2
Salgótarján,47,5-9,15,19,4
Salgótarján,49,1-4,34,42,8
Salgótarján,49,5-9,7,9,2
Salgótarján,52,1-4,9,11,2
Salgótarján,53,1-4,17,21,4
Salgótarján,55,1-4,7,9,2
Salgótarján,56,1-4,54,67,13
Salgótarján,56,10-19,7,9,2
Salgótarján,56,5-9,6,7,1
Salgótarján,59,1-4,15,19,4
Salgótarján,62,1-4,41,51,10
Salgótarján,63,1-4,20,25,5
Salgótarján,66,1-4,89,111,22
